poem content,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise,age,type
"I 
GLOOM! 
An October like November; 
August a hundred thousand hours, 
And all September, 
A hundred thousand, dragging sunlit days, 
And half October like a thousand years . . . 
And doom! 
That then was Antwerp. . . 
                              In the name of God, 
How could they do it? 
Those souls that usually dived 
Into the dirty caverns of mines; 
Who usually hived 
In whitened hovels; under ragged poplars; 
Who dragged muddy shovels, over the grassy mud, 
Lumbering to work over the greasy sods. . . 
Those men there, with the appearance of clods 
Were the bravest men that a usually listless priest of God 
Ever shrived. . . 
And it is not for us to make them an anthem. 
If we found words there would come no wind that would fan them 
To a tune that the trumpets might blow it, 
Shrill through the heaven that's ours or yet Allah's, 
Or the wide halls of any Valhallas. 
We can make no such anthem. So that all that is ours 
For inditing in sonnets, pantoums, elegiacs, or lays 
Is this: 
In the name of God, how could they do it? 


II 
For there is no new thing under the sun, 
Only this uncomely man with a smoking gun 
In the gloom. . . 
What the devil will he gain by it? 
Digging a hole in the mud and standing all day in the rain by it 
Wa",2,fear,0.38940993,0.045441974,0.01590022,0.38940993,0.025707407,0.04009593,0.3265899,0.15685463,Modern,Mythology & Folklore
"As I went up by Ovillers
   In mud and water cold to the knee,
There went three jeering, fleering spectres,
   That walked abreast and talked of me.
 
The first said, Heres a right brave soldier
   That walks the dark unfearingly;
Soon hell come back on a fine stretcher,
   And laughing for a nice Blighty.
 
The second, Read his face, old comrade,
   No kind of lucky chance I see;
One day hell freeze in mud to the marrow,
   Then look his last on Picardie.
 
Though bitter the word of these first twain
   Curses the third spat venomously;
Hell stay untouched till the wars last dawning
   Then live one hour of agony.
 
Liars the first two were. Behold me
   At sloping arms by one  two  three;
Waiting the time I shall discover
   Whether the third spake verity.",2,fear,0.8951824,0.011395522,0.010294131,0.8951824,0.00637664,0.010234616,0.065021716,0.001495007,Modern,Mythology & Folklore
"She was a village
Of lovely knowledge
The high roads left her aside, she was forlorn, a maid 
Water ran there, dusk hid her, she climbed four-wayed.
Brown-gold windows showed last folk not yet asleep;
Water ran, was a centre of silence deep,
Fathomless deeps of pricked sky, almost fathomless
Hallowed an upward gaze in pale satin of blue.
And I was happy indeed, of mind, soul, body even
Having got given
A sign undoubtful of a dear England few
Doubt, not many have seen,
That Will Squele he knew and was so shriven.
Home of Twelfth Night  Edward Thomas by Arras fallen,
Borrow and Hardy, Sussex tales out of Roman heights callen.
No madrigals or field-songs to my all reverent whim;
Till I got back I was dumb.",2,fear,0.62966114,0.00286718,0.002109974,0.62966114,0.1305056,0.026860032,0.19379096,0.014205058,Modern,Mythology & Folklore
"If it were not for England, who would bear
This heavy servitude one moment more?
To keep a brothel, sweep and wash the floor
Of filthiest hovels were noble to compare
With this brass-cleaning life. Now here, now there
Harried in foolishness, scanned curiously o'er
By fools made brazen by conceit, and store
Of antique witticisms thin and bare.

Only the love of comrades sweetens all,
Whose laughing spirit will not be outdone.
As night-watching men wait for the sun
To hearten them, so wait I on such boys
As neither brass nor Hell-fire may appal,
Nor guns, nor sergeant-major's bluster and noise.",1,disgust,0.703174,0.2440555,0.703174,0.016120587,0.001967744,0.014402081,0.019222815,0.001057364,Modern,Mythology & Folklore
"Only the wanderer
   Knows England's graces,
Or can anew see clear
   Familiar faces.

And who loves joy as he
   That dwells in shadows?
Do not forget me quite,
   O Severn meadows.",5,sadness,0.84869134,0.007117992,0.005978257,0.01729937,0.056262754,0.05474015,0.84869134,0.009910114,Modern,Mythology & Folklore
"Little did I dream, England, that you bore me
Under the Cotswold hills beside the water meadows,
To do you dreadful service, here, beyond your borders
And your enfolding seas.
 
I was a dreamer ever, and bound to your dear service,
Meditating deep, I thought on your secret beauty,
As through a child's face one may see the clear spirit
Miraculously shining.
 
Your hills not only hills, but friends of mine and kindly,
Your tiny knolls and orchards hidden beside the river
Muddy and strongly flowing, with shy and tiny streamlets
Safe in its bosom.
 
Now these are memories only, and your skies and rushy sky-pools
Fragile mirrors easily broken by moving airs ...
But deep in my heart for ever goes on your daily being,
And uses consecrate.
 
Think on me too, O Mother, who wrest my soul to serve you
In strange and fearful ways beyond your encircling waters;
None but you can know my heart, its tears and sacrifice;
None, but you, repay.",2,fear,0.985163,0.001189605,0.001177384,0.985163,0.002227453,0.003175609,0.005262144,0.001804846,Modern,Mythology & Folklore
"He's gone, and all our plans
   Are useless indeed.
We'll walk no more on Cotswold
   Where the sheep feed
   Quietly and take no heed.
 
His body that was so quick
   Is not as you
Knew it, on Severn river
   Under the blue
   Driving our small boat through.
 
You would not know him now ...
   But still he died
Nobly, so cover him over
   With violets of pride
   Purple from Severn side.
 
Cover him, cover him soon!
   And with thick-set
Masses of memoried flowers
   Hide that red wet
   Thing I must somehow forget.",5,sadness,0.57540715,0.038979463,0.010920246,0.08414389,0.031616528,0.08271511,0.57540715,0.17621763,Modern,Mythology & Folklore
"Now, youth, the hour of thy dread passion comes;
Thy lovely things must all be laid away;
And thou, as others, must face the riven day
Unstirred by rattle of the rolling drums,
Or bugles' strident cry. When mere noise numbs
The sense of being, the sick soul doth sway,
Remember thy great craft's honour, that they may say
Nothing in shame of poets. Then the crumbs
Of praise the little versemen joyed to take
Shall be forgotten; then they must know we are,
For all our skill in words, equal in might
And strong of mettle as those we honoured; make
The name of poet terrible in just war,
And like a crown of honour upon the fight.",2,fear,0.98175085,0.005155256,0.002407502,0.98175085,0.000874312,0.003137301,0.00568484,0.000989941,Modern,Mythology & Folklore
"When I remember plain heroic strength
And shining virtue shown by Ypres pools,
Then read the blither written by knaves for fools
In praise of English soldiers lying at length,
Who purely dream what England shall be made
Gloriously new, free of the old stains
By us, who pay the price that must be paid,
Will freeze all winter over Ypres plains.
Our silly dreams of peace you put aside
And brotherhood of man, for you will see
An armed mistress, braggart of the tide,
Her children slaves, under your mastery.
We'll have a word there too, and forge a knife,
Will cut the cancer threatens England's life.",4,neutral,0.412443,0.20955202,0.07117611,0.015767315,0.245073,0.412443,0.041662987,0.004325669,Modern,Mythology & Folklore
"An open door says, “Come in.”
A shut door says, “Who are you?”
Shadows and ghosts go through shut doors.
If ??a door is shut and you want it shut,
     why open it?
If ??a door is open and you want it open,
     why shut it?
Doors forget but only doors know what it is
     doors forget.",6,surprise,0.3146205,0.0673088,0.017514952,0.22961012,0.011132753,0.28360108,0.076211765,0.3146205,Modern,Mythology & Folklore
"And then went down to the ship,
Set keel to breakers, forth on the godly sea, and
We set up mast and sail on that swart ship,
Bore sheep aboard her, and our bodies also
Heavy with weeping, and winds from sternward
Bore us out onward with bellying canvas,
Circe’s this craft, the trim-coifed goddess.
Then sat we amidships, wind jamming the tiller,
Thus with stretched sail, we went over sea till day’s end.
Sun to his slumber, shadows o’er all the ocean,
Came we then to the bounds of deepest water,
To the Kimmerian lands, and peopled cities
Covered with close-webbed mist, unpierced ever
With glitter of sun-rays
Nor with stars stretched, nor looking back from heaven
Swartest night stretched over wretched men there.
The ocean flowing backward, came we then to the place
Aforesaid by Circe.
Here did they rites, Perimedes and Eurylochus,
And drawing sword from my hip
I dug the ell-square pitkin;
Poured we libations unto each the dead,
First mead and then sweet wine, water mixed with white flour.
Then prayed I many a prayer to the sickly death’s-heads;
As set in Ithaca, sterile bulls of the best
For sacrifice, heaping the pyre with goods,
A sheep to Tiresias only, black and a bell-sheep.
Dark blood flowed in the fosse,
Souls out of Erebus, cadaverous dead, of brides
Of youths and of the ol",5,sadness,0.7287822,0.009171355,0.100207925,0.06934228,0.005463048,0.0759106,0.7287822,0.011122601,Modern,Mythology & Folklore
"I sat on the Dogana’s steps
For the gondolas cost too much, that year,
And there were not “those girls”, there was one face,
And the Buccentoro twenty yards off, howling, “Stretti”,
And the lit cross-beams, that year, in the Morosini,
And peacocks in Koré’s house, or there may have been.
              Gods float in the azure air,
Bright gods and Tuscan, back before dew was shed.
Light: and the first light, before ever dew was fallen.
Panisks, and from the oak, dryas,
And from the apple, mælid,
Through all the wood, and the leaves are full of voices,
A-whisper, and the clouds bowe over the lake,
And there are gods upon them,
And in the water, the almond-white swimmers,
The silvery water glazes the upturned nipple,
                As Poggio has remarked.
Green veins in the turquoise,
Or, the gray steps lead up under the cedars.
 
My Cid rode up to Burgos,
Up to the studded gate between two towers,
Beat with his lance butt, and the child came out,
Una niña de nueve años,
To the little gallery over the gate, between the towers,
Reading the writ, voce tinnula:
That no man speak to, feed, help Ruy Diaz,
On pain to have his heart out, set on a pike spike
And both his eyes torn out, and all his goods sequestered,
“And here, Myo Cid, are the seals,
The big seal and the writing.”
And he ca",2,fear,0.47515342,0.10489745,0.05627072,0.47515342,0.02440611,0.15105528,0.11639248,0.071824536,Modern,Mythology & Folklore
